price,area,renttype,housetype,floor,community,longtitude,latitude
4100元/月,50㎡,：整租,：2室0厅1卫,未知/4层,整租·古城路小区 2室0厅 南/北,'116.195155','39.920866'
4500元/月,62㎡,：整租,：2室1厅1卫,未知/7层,整租·银地家园 2室1厅 南/北,'116.339882','39.82826'
4000元/月,38㎡,：整租,：1房间1卫,未知/7层,整租·上北鑫座 1房间 南,'116.339803','40.085341'
4200元/月,41㎡,：整租,：1房间1卫,未知/8层,整租·iMOMA 1房间 西,'116.322785','40.048025'
4500元/月,90㎡,：整租,：2室1厅1卫,未知/17层,整租·有德家苑5号院 2室1厅 南/北,'116.431933','39.791808'
3600元/月,90㎡,：整租,：2室1厅1卫,未知/22层,整租·大方居 2室1厅 东,'116.63734','39.88191'
3800元/月,35㎡,：整租,：1室0厅1卫,未知/18层,整租·果园小区 1室0厅 北,'116.401974','39.86299'
6000元/月,59㎡,：整租,：2室1厅1卫,未知/6层,整租·松榆西里 2室1厅 东/西,'116.470683','39.87738'
4600元/月,46㎡,：整租,：1室1厅1卫,未知/6层,整租·松榆西里 1室1厅 东,'116.470683','39.87738'
5800元/月,67㎡,：整租,：2室1厅1卫,未知/6层,整租·吴家村路10号院 2室1厅 东/西,'116.304497','39.895431'
6000元/月,49㎡,：整租,：1室1厅1卫,未知/12层,整租·翠微中里 1室1厅 北,'116.304768','39.92028'
2800元/月,61㎡,：整租,：2室1厅1卫,未知/6层,整租·石园西区 2室1厅 北,'116.669988','40.116534'
3600元/月,76㎡,：整租,：2室1厅1卫,未知/20层,整租·百合湾 2室1厅 南,'116.697632','39.920038'
6000元/月,55㎡,：整租,：2室1厅1卫,未知/16层,整租·国家计委宿舍 2室1厅 南,'116.273143','39.913383'
4300元/月,54㎡,：整租,：2室1厅1卫,未知/6层,整租·五芳园 2室1厅 南/北,'116.233846','39.905003'
2800元/月,24㎡,：整租,：1室0厅0卫,未知/1层,整租·大外廊营胡同 1室0厅 南,'116.395144','39.899115'
3500元/月,96㎡,：整租,：2室1厅2卫,未知/15层,整租·珠江逸景 2室1厅 东北,'116.549499','39.746067'
4500元/月,40㎡,：整租,：1室1厅1卫,未知/5层,整租·华仁路小区 1室1厅 南,'116.397404','39.893915'
5800元/月,56㎡,：整租,：1室1厅1卫,未知/6层,整租·高原街4号院 1室1厅 南/北,'116.434457','39.99285'
5800元/月,45㎡,：整租,：1室1厅1卫,未知/6层,整租·芍药居甲2号院 1室1厅 西,'116.43777','39.986008'
4000元/月,63㎡,：整租,：1房间1卫,未知/19层,整租·金隅可乐 1房间 西南,'116.583271','39.909272'
3600元/月,65㎡,：整租,：1室1厅1卫,未知/12层,整租·久居雅园 1室1厅 南,'116.676119','39.875612'
3000元/月,50㎡,：整租,：1室0厅1卫,未知/12层,整租·久居雅园 1室0厅 北,'116.676119','39.875612'
5500元/月,58㎡,：整租,：1室1厅1卫,未知/26层,整租·今典花园 1室1厅 东南,'116.367818','39.959568'
6000元/月,89㎡,：整租,：2室1厅1卫,未知/18层,整租·远洋一方林语苑 2室1厅 南,'116.609116','39.903738'
3100元/月,45㎡,：整租,：1室1厅1卫,未知/10层,整租·首开中晟广场 1室1厅 西,'116.651151','40.169608'
5900元/月,59㎡,：整租,：2室1厅1卫,未知/6层,整租·龙潭西里 2室1厅 东/西,'116.433777','39.886218'
6000元/月,45㎡,：整租,：1室1厅1卫,未知/6层,整租·安华里社区 1室1厅 南,'116.411554','39.971886'
5300元/月,45㎡,：整租,：1室1厅1卫,未知/6层,整租·新明胡同 1室1厅 东/西,'116.384092','39.96456'
4500元/月,60㎡,：整租,：2室1厅1卫,未知/6层,整租·青塔秀园 2室1厅 南/北,'116.269851','39.897262'
4600元/月,57㎡,：整租,：2室1厅1卫,未知/6层,整租·新村二里 2室1厅 南,'116.313005','39.846449'
5800元/月,53㎡,：整租,：1室1厅1卫,未知/22层,整租·青春无限 1室1厅 东,'116.369702','39.890309'
4000元/月,59㎡,：整租,：2室1厅1卫,未知/6层,整租·永乐西区 2室1厅 南/北,'116.233785','39.906862'
4600元/月,44㎡,：整租,：1室1厅1卫,未知/6层,整租·太平桥东里 1室1厅 南,'116.32922','39.892447'
3900元/月,41㎡,：整租,：1室1厅1卫,未知/6层,整租·永乐西区 1室1厅 南,'116.233785','39.906862'
3150元/月,27㎡,：整租,：1室1厅1卫,未知/9层,整租·旭辉26街区 1室1厅 北,'116.618165','40.128397'
5000元/月,48㎡,：整租,：1室1厅1卫,未知/6层,整租·恩济里小区 1室1厅 南,'116.291418','39.937341'
6000元/月,53㎡,：整租,：1室1厅1卫,未知/18层,整租·绿景苑 1室1厅 东,'116.445042','39.894679'
5200元/月,51㎡,：整租,：2室1厅1卫,未知/5层,整租·南纬路2号院 2室1厅 东/西/北,'116.402217','39.884746'
6000元/月,63㎡,：整租,：2室1厅1卫,未知/6层,整租·菊园 2室1厅 南/北,'116.296408','40.039756'
5600元/月,50㎡,：整租,：1室1厅1卫,未知/6层,整租·志强园 1室1厅 南,'116.375551','39.960432'
3000元/月,36㎡,：整租,：1室0厅1卫,未知/11层,整租·蓝星花园 1室0厅 西,'116.560389','40.094933'
2600元/月,84㎡,：整租,：2室1厅1卫,未知/6层,整租·行宫园二里 2室1厅 南/北,'116.153054','39.754816'
3300元/月,60㎡,：整租,：1室1厅1卫,未知/6层,整租·水仙园 1室1厅 南/北,'116.701064','39.920295'
5600元/月,63㎡,：整租,：1室1厅1卫,未知/16层,整租·阿曼寓所 1室1厅 西,'116.534917','39.927474'
5800元/月,89㎡,：整租,：2室2厅1卫,未知/22层,整租·双合家园 2室2厅 南/北,'116.533031','39.861307'
3700元/月,87㎡,：整租,：2室1厅1卫,未知/5层,整租·拓然家苑 2室1厅 南/北,'116.242836','40.204942'
4600元/月,72㎡,：整租,：2室1厅1卫,未知/6层,整租·富丰路8号院 2室1厅 南,'116.285465','39.841413'
5600元/月,37㎡,：整租,：1室1厅1卫,未知/5层,整租·志强北园 1室1厅 南,'116.372382','39.958962'
5000元/月,61㎡,：整租,：2室1厅1卫,未知/5层,整租·水利局一处宿舍 2室1厅 南/北,'116.334394','40.055045'
3000元/月,85㎡,：整租,：2室1厅1卫,未知/12层,整租·仁和花园一区 2室1厅 南/北,'116.692086','40.116237'
3000元/月,57㎡,：整租,：2室1厅1卫,未知/6层,整租·丰西北里 2室1厅 南,'116.258053','39.844492'
5600元/月,42㎡,：整租,：1室1厅1卫,未知/6层,整租·安苑东里三区 1室1厅 南,'116.419527','39.992097'
5500元/月,82㎡,：整租,：2室2厅1卫,未知/22层,整租·富力又一城B区 2室2厅 西北,'116.568799','39.853078'
3300元/月,68㎡,：整租,：2室1厅1卫,未知/6层,整租·双河北里 2室1厅 南/北,'116.354697','39.745721'
3500元/月,75㎡,：整租,：2室1厅1卫,未知/6层,整租·土桥砖厂宿舍楼 2室1厅 南/北,'116.705999','39.875254'
3200元/月,53㎡,：整租,：1室0厅1卫,未知/15层,整租·怡馨家园 1室0厅 北,'116.654682','40.125799'
3800元/月,87㎡,：整租,：2室1厅1卫,未知/20层,整租·龙山华府 2室1厅 南/北,'116.254035','40.205429'
5500元/月,51㎡,：整租,：1室1厅1卫,未知/29层,整租·广渠家园 1室1厅 东,'116.455654','39.898084'
4500元/月,71㎡,：整租,：2室1厅1卫,未知/2层,整租·世豪花园 2室1厅 南/北,'116.513215','39.849911'
5000元/月,56㎡,：整租,：1室1厅1卫,未知/6层,整租·宝盛里 1室1厅 南,'116.374194','40.040306'
2000元/月,61㎡,：整租,：2室1厅1卫,未知/6层,整租·明源北里 2室1厅 南/北,'116.163745','39.755725'
5500元/月,57㎡,：整租,：1室1厅1卫,未知/20层,整租·牛街西里 1室1厅 西南,'116.368316','39.892214'
5200元/月,38㎡,：整租,：1室1厅1卫,未知/6层,整租·车道沟南里 1室1厅 东,'116.30313','39.950488'
5800元/月,44㎡,：整租,：2室1厅1卫,未知/5层,整租·南水关 2室1厅 南,'116.447436','39.897461'
3500元/月,60㎡,：整租,：2室1厅1卫,未知/6层,整租·贵园南里丙区 2室1厅 南/北,'116.490411','39.798212'
4800元/月,52㎡,：整租,：2室1厅1卫,未知/5层,整租·高杨树北里 2室1厅 南,'116.557573','39.954333'
5700元/月,65㎡,：整租,：2室1厅1卫,未知/3层,整租·田村山南路220号 2室1厅 南/北,'116.255782','39.927948'
3000元/月,59㎡,：整租,：1室1厅1卫,未知/6层,整租·乔庄北街6号院 1室1厅 南,'116.687737','39.903084'
3300元/月,124㎡,：整租,：3室1厅1卫,未知/6层,整租·宇丰苑 3室1厅 南/北,'116.353344','39.726464'
2700元/月,95㎡,：整租,：2室1厅1卫,未知/6层,整租·港馨家园东区 2室1厅 南/北,'116.697838','40.110591'
3000元/月,58㎡,：整租,：2室1厅1卫,未知/6层,整租·高井 2室1厅 东/西,'116.145679','39.945014'
4700元/月,64㎡,：整租,：2室1厅1卫,未知/6层,整租·成寿寺路 2室1厅 东,'116.453305','39.850005'
3500元/月,65㎡,：整租,：2室1厅1卫,未知/5层,整租·卢沟桥北里 2室1厅 南/北,'116.238967','39.856628'
5300元/月,61㎡,：整租,：1室1厅1卫,未知/28层,整租·北京新天地五期 1室1厅 北,'116.609957','39.91983'
3000元/月,62㎡,：整租,：1房间1卫,未知/0层,整租·T3空间 1房间 北,'116.558724','40.152936'
3200元/月,64㎡,：整租,：2室1厅1卫,未知/6层,整租·清逸西园 2室1厅 南/北,'116.448937','39.80951'
5800元/月,92㎡,：整租,：3室1厅1卫,未知/28层,整租·燕保祈东家园二期 3室1厅 南/北,'116.542129','39.858729'
3300元/月,79㎡,：整租,：2室1厅1卫,未知/6层,整租·卢沟桥南里 2室1厅 南/北,'116.238706','39.854004'
5800元/月,55㎡,：整租,：1室1厅1卫,未知/6层,整租·农业大学附属中学家属楼 1室1厅 南/北,'116.281403','40.028035'
5300元/月,53㎡,：整租,：1室1厅1卫,未知/4层,整租·菊园 1室1厅 南/北,'116.296408','40.039756'
3300元/月,105㎡,：整租,：3室1厅1卫,未知/6层,整租·四海公寓 3室1厅 南/北,'116.703713','39.95821'
3500元/月,44㎡,：整租,：1室1厅1卫,未知/6层,整租·蔚园 1室1厅 南,'116.26973','39.901123'
5000元/月,73㎡,：整租,：2室1厅1卫,未知/6层,整租·松榆西里 2室1厅 西北,'116.470683','39.87738'
4200元/月,39㎡,：整租,：1室1厅1卫,未知/6层,整租·车站西街15号院 1室1厅 南,'116.345084','39.884248'
4000元/月,55㎡,：整租,：2室1厅1卫,未知/4层,整租·香山煤厂街27号院 2室1厅 南/北,'116.205502','40.000196'
5500元/月,93㎡,：整租,：2室1厅1卫,未知/24层,整租·京通苑 2室1厅 东北,'116.603501','39.919667'
4200元/月,41㎡,：整租,：1室1厅1卫,未知/6层,整租·玉林里小区 1室1厅 南,'116.364028','39.870465'
6000元/月,48㎡,：整租,：2室1厅1卫,未知/16层,整租·翠微中里 2室1厅 东北,'116.304768','39.92028'
2600元/月,89㎡,：整租,：3室1厅1卫,未知/6层,整租·西潞园三里 3室1厅 南/北,'116.141006','39.741613'
4200元/月,44㎡,：整租,：1室1厅1卫,未知/6层,整租·松榆西里 1室1厅 南,'116.470683','39.87738'
3000元/月,39㎡,：整租,：1室0厅1卫,未知/6层,整租·新悦家园 1室0厅 南,'116.235366','40.216037'
3500元/月,58㎡,：整租,：1室1厅1卫,未知/6层,整租·大城小镇 1室1厅 南/北,'116.439326','39.821816'
5700元/月,66㎡,：整租,：1室1厅1卫,未知/25层,整租·北苑家园绣菊园南区 1室1厅 西南,'116.428732','40.048486'
2500元/月,37㎡,：整租,：2房间1卫,未知/14层,整租·旭辉E天地 2房间 复式 南,'116.175752','39.728172'
6000元/月,48㎡,：整租,：1室1厅1卫,未知/7层,整租·清华东路27号院 1室1厅 南/北,'116.356817','40.007497'
3000元/月,76㎡,：整租,：2房间1卫,未知/25层,整租·合生世界村 2房间 东,'116.551782','39.742837'
5500元/月,43㎡,：整租,：1室1厅1卫,未知/14层,整租·香河园北里 1室1厅 东/西,'116.442354','39.957293'
5900元/月,54㎡,：整租,：2室1厅1卫,未知/6层,整租·信建里小区 2室1厅 南/北,'116.375911','39.881969'
5200元/月,58㎡,：整租,：2室1厅1卫,未知/6层,整租·杨家园西里 2室1厅 南/北,'116.41524','39.876518'
5300元/月,38㎡,：整租,：1室1厅1卫,未知/6层,整租·胜古南里 1室1厅 南,'116.421749','39.978036'
3000元/月,68㎡,：整租,：1室1厅1卫,未知/6层,整租·锦华园 1室1厅 南/北,'116.333593','39.722128'
3800元/月,62㎡,：整租,：1室1厅1卫,未知/16层,整租·模式口西里 1室1厅 南,'116.160837','39.93931'
3500元/月,50㎡,：整租,：1室1厅1卫,未知/6层,整租·幸福艺居 1室1厅 南/北,'116.695911','39.894711'
4400元/月,44㎡,：整租,：1室1厅1卫,未知/6层,整租·育芳园 1室1厅 南,'116.325181','39.856043'
3600元/月,58㎡,：整租,：1室0厅1卫,未知/4层,整租·海棠公社 1室0厅 南/北,'116.561978','39.877145'
3000元/月,61㎡,：整租,：1室1厅1卫,未知/6层,整租·玉桥南里 1室1厅 南,'116.690108','39.895196'
5600元/月,66㎡,：整租,：1室1厅1卫,未知/21层,整租·柏林爱乐四期 1室1厅 东北,'116.591814','39.929959'
4500元/月,56㎡,：整租,：1室1厅1卫,未知/18层,整租·政洋家园 1室1厅 北,'116.391113','39.862613'
3600元/月,33㎡,：整租,：1室0厅1卫,未知/23层,整租·国融国际 1室0厅 南,'116.508181','39.807662'
2400元/月,59㎡,：整租,：2室1厅1卫,未知/7层,整租·西潞园二里 2室1厅 东/南/北,'116.135077','39.740429'
3800元/月,70㎡,：整租,：2室1厅1卫,未知/6层,整租·晓月苑二里 2室1厅 南/北,'116.246374','39.844724'
4300元/月,42㎡,：整租,：1室1厅1卫,未知/6层,整租·广安门外南街 1室1厅 南,'116.352899','39.889225'
3000元/月,75㎡,：整租,：2室2厅1卫,未知/6层,整租·石园北区 2室2厅 南/北,'116.670101','40.118729'
5900元/月,60㎡,：整租,：2室1厅1卫,未知/6层,整租·白纸坊西街6号院 2室1厅 南/北,'116.368869','39.883272'
5800元/月,36㎡,：整租,：1室1厅1卫,未知/5层,整租·新源西里东街 1室1厅 南,'116.454732','39.952827'
5000元/月,46㎡,：整租,：1室1厅1卫,未知/6层,整租·平原里小区 1室1厅 西,'116.37913','39.887761'
4900元/月,89㎡,：整租,：2室1厅1卫,未知/6层,整租·瑞祥里 2室1厅 南/北,'116.619167','39.915851'
5800元/月,60㎡,：整租,：1室0厅1卫,未知/19层,整租·华发颐园 1室0厅 东,'116.422099','40.050196'
3500元/月,87㎡,：整租,：2室1厅1卫,未知/6层,整租·西马庄园 2室1厅 南/北,'116.636774','39.918867'
3200元/月,69㎡,：整租,：2室1厅1卫,未知/6层,整租·晓月苑一里 2室1厅 南/北,'116.244883','39.847397'
4500元/月,56㎡,：整租,：2室1厅1卫,未知/5层,整租·定福庄西街 2室1厅 南/北,'116.556505','39.918741'
5500元/月,66㎡,：整租,：2室1厅1卫,未知/6层,整租·太平街甲乙18号院 2室1厅 南/北,'116.395594','39.881597'
2800元/月,91㎡,：整租,：2室1厅1卫,未知/8层,整租·新兴家园 2室1厅 南/北,'116.410315','39.723728'
4200元/月,50㎡,：整租,：1室1厅1卫,未知/6层,整租·康泽园 1室1厅 东,'116.416415','39.847725'
3300元/月,105㎡,：整租,：3室2厅1卫,未知/6层,整租·四海公寓 3室2厅 南,'116.703713','39.95821'
3600元/月,77㎡,：整租,：2室1厅1卫,未知/10层,整租·珠江丽景家园 2室1厅 东,'116.690636','39.938839'
3500元/月,105㎡,：整租,：3室2厅1卫,未知/6层,整租·四海公寓 3室2厅 南/北,'116.703713','39.95821'
4600元/月,53㎡,：整租,：2室1厅1卫,未知/5层,整租·苗圃东里 2室1厅 东/西,'116.407764','39.851237'
3500元/月,64㎡,：整租,：2室1厅1卫,未知/12层,整租·东亚印象台湖 2室1厅 南/北,'116.651425','39.843737'
4800元/月,43㎡,：整租,：1室1厅1卫,未知/6层,整租·霞光里30号院 1室1厅 东南,'116.469961','39.965058'
4600元/月,63㎡,：整租,：2室1厅1卫,未知/6层,整租·富丰园小区 2室1厅 南/北,'116.290339','39.843274'
5500元/月,85㎡,：整租,：2室1厅1卫,未知/22层,整租·永铁苑 2室1厅 南,'116.400766','39.875202'
2500元/月,56㎡,：整租,：2房间1卫,未知/13层,整租·天恒乐活城 2房间 南,'116.085261','39.720728'
1700元/月,94㎡,：整租,：1室1厅1卫,未知/6层,整租·首地浣溪谷 1室1厅 南/北,'116.4104','39.712166'
5000元/月,41㎡,：整租,：2室1厅1卫,未知/5层,整租·右安门西街 2室1厅 南,'116.366352','39.876062'
3500元/月,56㎡,：整租,：2室1厅1卫,未知/5层,整租·黄村西里 2室1厅 南/北,'116.340971','39.741186'
3200元/月,97㎡,：整租,：2室1厅1卫,未知/6层,整租·樱花园六区 2室1厅 南,'116.63386','40.037801'
5800元/月,47㎡,：整租,：2室1厅1卫,未知/5层,整租·菜园北里 2室1厅 东/西,'116.35809','39.89049'
4700元/月,35㎡,：整租,：1室1厅1卫,未知/25层,整租·芳古园一区 1室1厅 东南,'116.431165','39.874515'
2500元/月,71㎡,：整租,：2室1厅1卫,未知/6层,整租·行宫园三里 2室1厅 南,'116.154637','39.754184'
6000元/月,76㎡,：整租,：2室1厅1卫,未知/19层,整租·松榆西里 2室1厅 东,'116.470683','39.87738'
2500元/月,75㎡,：整租,：2室1厅1卫,未知/18层,整租·惠通新苑 2室1厅 南,'116.109926','40.013275'
2900元/月,56㎡,：整租,：2室1厅1卫,未知/5层,整租·崔村一里 2室1厅 南/北,'116.202007','39.835602'
5000元/月,45㎡,：整租,：1室1厅1卫,未知/16层,整租·劲松八区 1室1厅 南,'116.453783','39.887599'
3500元/月,86㎡,：整租,：2室1厅1卫,未知/15层,整租·瀛海家园瑞园E区 2室1厅 南/北,'116.443257','39.766894'
2800元/月,80㎡,：整租,：2室1厅1卫,未知/15层,整租·蓝桥驿苑 2室1厅 南/北,'116.411797','39.717263'
3500元/月,71㎡,：整租,：2室1厅1卫,未知/6层,整租·观音寺南里 2室1厅 东/南/西,'116.35625','39.728719'
3000元/月,62㎡,：整租,：2室1厅1卫,未知/6层,整租·广宁村 2室1厅 南/北,'116.150668','39.936615'
3000元/月,60㎡,：整租,：2室1厅1卫,未知/6层,整租·广宁村 2室1厅 南,'116.150668','39.936615'
2550元/月,15㎡,：整租,：1室0厅1卫,未知/22层,整租·金隅康惠园 1室0厅 北,'116.585426','39.911902'
2600元/月,48㎡,：整租,：2房间1卫,未知/16层,整租·首开熙悦睿府书香 2房间 北,'116.176687','39.731223'
4900元/月,40㎡,：整租,：1室1厅1卫,未知/16层,整租·金台北街 1室1厅 南,'116.481632','39.927935'
6000元/月,52㎡,：整租,：2室1厅1卫,未知/6层,整租·铁医路1号院 2室1厅 南/北,'116.329661','39.906246'
3000元/月,49㎡,：整租,：1房间1卫,未知/9层,整租·琥珀郡 1房间 北,'116.226004','40.228767'
3300元/月,60㎡,：整租,：2室1厅1卫,未知/7层,整租·富强东里 2室1厅 南/北,'116.346733','39.74576'
5600元/月,49㎡,：整租,：1室1厅1卫,未知/24层,整租·兴隆家园 1室1厅 东/北,'116.530553','39.921425'
4700元/月,37㎡,：整租,：1室0厅1卫,未知/20层,整租·中海御鑫阁 1室0厅 东,'116.305143','39.825059'
5000元/月,42㎡,：整租,：1室1厅1卫,未知/6层,整租·左家庄北里 1室1厅 南,'116.446995','39.961109'
2300元/月,50㎡,：整租,：1室1厅1卫,未知/6层,整租·马坡花园一区 1室1厅 南/北,'116.661432','40.180564'
6000元/月,53㎡,：整租,：2室1厅1卫,未知/6层,整租·黄寺后身36号院 2室1厅 东,'116.400088','39.972636'
3200元/月,83㎡,：整租,：2室1厅1卫,未知/9层,整租·龙泉苑小区 2室1厅 南/北,'116.642162','40.129402'
4300元/月,58㎡,：整租,：2室1厅1卫,未知/5层,整租·苗圃西里 2室1厅 东/西,'116.406588','39.849266'
3500元/月,71㎡,：整租,：2室1厅1卫,未知/6层,整租·新华东街48号院 2室1厅 南/北,'116.680994','39.912677'
4800元/月,58㎡,：整租,：2室1厅1卫,未知/6层,整租·定福庄西街 2室1厅 南/北,'116.556505','39.918741'
4300元/月,54㎡,：整租,：1室1厅1卫,未知/18层,整租·花园闸小区 1室1厅 西南,'116.55452','39.917468'
4500元/月,61㎡,：整租,：1室1厅1卫,未知/21层,整租·金隅景和园 1室1厅 南,'116.556703','39.957999'
3700元/月,56㎡,：整租,：2室1厅1卫,未知/6层,整租·南五里店45号院 2室1厅 南/北,'116.264677','39.858323'
5900元/月,57㎡,：整租,：3房间1卫,未知/29层,整租·中国铁建广场 3房间 北,'116.447271','40.048622'
4200元/月,61㎡,：整租,：2室1厅1卫,未知/6层,整租·模式口南里 2室1厅 南/北,'116.167112','39.936388'
